NAME,County,State,variable,estimate,Sex,Age,HI_Coverage
"Champaign County, Illinois",Champaign, Illinois,B27001_004,6689,Male,Under 6 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_005,240,Male,Under 6 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_007,16260,Male,6 to 18 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_008,267,Male,6 to 18 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_010,22509,Male,19 to 25 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_011,1374,Male,19 to 25 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_013,12058,Male,26 to 34 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_014,1662,Male,26 to 34 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_016,10179,Male,35 to 44 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_017,978,Male,35 to 44 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_019,9355,Male,45 to 54 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_020,632,Male,45 to 54 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_022,10048,Male,55 to 64 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_023,488,Male,55 to 64 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_025,6556,Male,65 to 74 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_026,33,Male,65 to 74 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_028,4126,Male,75 years and over,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_029,54,Male,75 years and over,No
"Champaign County, Illinois",Champaign, Illinois,B27001_032,6624,Female,Under 6 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_033,80,Female,Under 6 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_035,15812,Female,6 to 18 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_036,393,Female,6 to 18 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_038,20635,Female,19 to 25 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_039,853,Female,19 to 25 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_041,12041,Female,26 to 34 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_042,755,Female,26 to 34 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_044,10480,Female,35 to 44 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_045,797,Female,35 to 44 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_047,10010,Female,45 to 54 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_048,617,Female,45 to 54 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_050,11096,Female,55 to 64 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_051,496,Female,55 to 64 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_053,7250,Female,65 to 74 years,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_054,144,Female,65 to 74 years,No
"Champaign County, Illinois",Champaign, Illinois,B27001_056,6005,Female,75 years and over,Yes
"Champaign County, Illinois",Champaign, Illinois,B27001_057,0,Female,75 years and over,No
"Christian County, Illinois",Christian, Illinois,B27001_004,978,Male,Under 6 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_005,26,Male,Under 6 years,No
"Christian County, Illinois",Christian, Illinois,B27001_007,2611,Male,6 to 18 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_008,167,Male,6 to 18 years,No
"Christian County, Illinois",Christian, Illinois,B27001_010,1127,Male,19 to 25 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_011,80,Male,19 to 25 years,No
"Christian County, Illinois",Christian, Illinois,B27001_013,1410,Male,26 to 34 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_014,165,Male,26 to 34 years,No
"Christian County, Illinois",Christian, Illinois,B27001_016,1585,Male,35 to 44 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_017,190,Male,35 to 44 years,No
"Christian County, Illinois",Christian, Illinois,B27001_019,1915,Male,45 to 54 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_020,105,Male,45 to 54 years,No
"Christian County, Illinois",Christian, Illinois,B27001_022,2130,Male,55 to 64 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_023,186,Male,55 to 64 years,No
"Christian County, Illinois",Christian, Illinois,B27001_025,1480,Male,65 to 74 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_026,0,Male,65 to 74 years,No
"Christian County, Illinois",Christian, Illinois,B27001_028,1139,Male,75 years and over,Yes
"Christian County, Illinois",Christian, Illinois,B27001_029,0,Male,75 years and over,No
"Christian County, Illinois",Christian, Illinois,B27001_032,954,Female,Under 6 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_033,30,Female,Under 6 years,No
"Christian County, Illinois",Christian, Illinois,B27001_035,2438,Female,6 to 18 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_036,74,Female,6 to 18 years,No
"Christian County, Illinois",Christian, Illinois,B27001_038,1099,Female,19 to 25 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_039,94,Female,19 to 25 years,No
"Christian County, Illinois",Christian, Illinois,B27001_041,1551,Female,26 to 34 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_042,65,Female,26 to 34 years,No
"Christian County, Illinois",Christian, Illinois,B27001_044,1842,Female,35 to 44 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_045,58,Female,35 to 44 years,No
"Christian County, Illinois",Christian, Illinois,B27001_047,2035,Female,45 to 54 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_048,185,Female,45 to 54 years,No
"Christian County, Illinois",Christian, Illinois,B27001_050,2227,Female,55 to 64 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_051,116,Female,55 to 64 years,No
"Christian County, Illinois",Christian, Illinois,B27001_053,1779,Female,65 to 74 years,Yes
"Christian County, Illinois",Christian, Illinois,B27001_054,0,Female,65 to 74 years,No
"Christian County, Illinois",Christian, Illinois,B27001_056,1705,Female,75 years and over,Yes
"Christian County, Illinois",Christian, Illinois,B27001_057,0,Female,75 years and over,No
"Clark County, Illinois",Clark, Illinois,B27001_004,651,Male,Under 6 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_005,16,Male,Under 6 years,No
"Clark County, Illinois",Clark, Illinois,B27001_007,1243,Male,6 to 18 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_008,62,Male,6 to 18 years,No
"Clark County, Illinois",Clark, Illinois,B27001_010,478,Male,19 to 25 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_011,66,Male,19 to 25 years,No
"Clark County, Illinois",Clark, Illinois,B27001_013,705,Male,26 to 34 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_014,121,Male,26 to 34 years,No
"Clark County, Illinois",Clark, Illinois,B27001_016,824,Male,35 to 44 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_017,81,Male,35 to 44 years,No
"Clark County, Illinois",Clark, Illinois,B27001_019,1023,Male,45 to 54 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_020,28,Male,45 to 54 years,No
"Clark County, Illinois",Clark, Illinois,B27001_022,1160,Male,55 to 64 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_023,38,Male,55 to 64 years,No
"Clark County, Illinois",Clark, Illinois,B27001_025,753,Male,65 to 74 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_026,0,Male,65 to 74 years,No
"Clark County, Illinois",Clark, Illinois,B27001_028,512,Male,75 years and over,Yes
"Clark County, Illinois",Clark, Illinois,B27001_029,0,Male,75 years and over,No
"Clark County, Illinois",Clark, Illinois,B27001_032,443,Female,Under 6 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_033,17,Female,Under 6 years,No
"Clark County, Illinois",Clark, Illinois,B27001_035,1404,Female,6 to 18 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_036,16,Female,6 to 18 years,No
"Clark County, Illinois",Clark, Illinois,B27001_038,522,Female,19 to 25 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_039,98,Female,19 to 25 years,No
"Clark County, Illinois",Clark, Illinois,B27001_041,672,Female,26 to 34 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_042,68,Female,26 to 34 years,No
"Clark County, Illinois",Clark, Illinois,B27001_044,802,Female,35 to 44 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_045,73,Female,35 to 44 years,No
"Clark County, Illinois",Clark, Illinois,B27001_047,1001,Female,45 to 54 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_048,99,Female,45 to 54 years,No
"Clark County, Illinois",Clark, Illinois,B27001_050,997,Female,55 to 64 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_051,72,Female,55 to 64 years,No
"Clark County, Illinois",Clark, Illinois,B27001_053,865,Female,65 to 74 years,Yes
"Clark County, Illinois",Clark, Illinois,B27001_054,0,Female,65 to 74 years,No
"Clark County, Illinois",Clark, Illinois,B27001_056,709,Female,75 years and over,Yes
"Clark County, Illinois",Clark, Illinois,B27001_057,0,Female,75 years and over,No
"Clay County, Illinois",Clay, Illinois,B27001_004,514,Male,Under 6 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_005,44,Male,Under 6 years,No
"Clay County, Illinois",Clay, Illinois,B27001_007,936,Male,6 to 18 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_008,67,Male,6 to 18 years,No
"Clay County, Illinois",Clay, Illinois,B27001_010,514,Male,19 to 25 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_011,64,Male,19 to 25 years,No
"Clay County, Illinois",Clay, Illinois,B27001_013,558,Male,26 to 34 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_014,93,Male,26 to 34 years,No
"Clay County, Illinois",Clay, Illinois,B27001_016,631,Male,35 to 44 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_017,120,Male,35 to 44 years,No
"Clay County, Illinois",Clay, Illinois,B27001_019,807,Male,45 to 54 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_020,87,Male,45 to 54 years,No
"Clay County, Illinois",Clay, Illinois,B27001_022,867,Male,55 to 64 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_023,106,Male,55 to 64 years,No
"Clay County, Illinois",Clay, Illinois,B27001_025,687,Male,65 to 74 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_026,3,Male,65 to 74 years,No
"Clay County, Illinois",Clay, Illinois,B27001_028,424,Male,75 years and over,Yes
"Clay County, Illinois",Clay, Illinois,B27001_029,0,Male,75 years and over,No
"Clay County, Illinois",Clay, Illinois,B27001_032,453,Female,Under 6 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_033,0,Female,Under 6 years,No
"Clay County, Illinois",Clay, Illinois,B27001_035,865,Female,6 to 18 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_036,191,Female,6 to 18 years,No
"Clay County, Illinois",Clay, Illinois,B27001_038,468,Female,19 to 25 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_039,15,Female,19 to 25 years,No
"Clay County, Illinois",Clay, Illinois,B27001_041,614,Female,26 to 34 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_042,28,Female,26 to 34 years,No
"Clay County, Illinois",Clay, Illinois,B27001_044,638,Female,35 to 44 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_045,106,Female,35 to 44 years,No
"Clay County, Illinois",Clay, Illinois,B27001_047,771,Female,45 to 54 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_048,63,Female,45 to 54 years,No
"Clay County, Illinois",Clay, Illinois,B27001_050,1002,Female,55 to 64 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_051,50,Female,55 to 64 years,No
"Clay County, Illinois",Clay, Illinois,B27001_053,748,Female,65 to 74 years,Yes
"Clay County, Illinois",Clay, Illinois,B27001_054,0,Female,65 to 74 years,No
"Clay County, Illinois",Clay, Illinois,B27001_056,636,Female,75 years and over,Yes
"Clay County, Illinois",Clay, Illinois,B27001_057,0,Female,75 years and over,No
"Clinton County, Illinois",Clinton, Illinois,B27001_004,1312,Male,Under 6 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_005,47,Male,Under 6 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_007,2935,Male,6 to 18 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_008,153,Male,6 to 18 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_010,1311,Male,19 to 25 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_011,30,Male,19 to 25 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_013,1777,Male,26 to 34 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_014,361,Male,26 to 34 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_016,1882,Male,35 to 44 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_017,145,Male,35 to 44 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_019,2413,Male,45 to 54 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_020,154,Male,45 to 54 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_022,2473,Male,55 to 64 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_023,58,Male,55 to 64 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_025,1513,Male,65 to 74 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_026,0,Male,65 to 74 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_028,1102,Male,75 years and over,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_029,0,Male,75 years and over,No
"Clinton County, Illinois",Clinton, Illinois,B27001_032,1157,Female,Under 6 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_033,8,Female,Under 6 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_035,2683,Female,6 to 18 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_036,132,Female,6 to 18 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_038,1255,Female,19 to 25 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_039,179,Female,19 to 25 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_041,1848,Female,26 to 34 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_042,93,Female,26 to 34 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_044,2084,Female,35 to 44 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_045,105,Female,35 to 44 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_047,2418,Female,45 to 54 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_048,137,Female,45 to 54 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_050,2466,Female,55 to 64 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_051,101,Female,55 to 64 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_053,1724,Female,65 to 74 years,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_054,4,Female,65 to 74 years,No
"Clinton County, Illinois",Clinton, Illinois,B27001_056,1486,Female,75 years and over,Yes
"Clinton County, Illinois",Clinton, Illinois,B27001_057,0,Female,75 years and over,No
"Coles County, Illinois",Coles, Illinois,B27001_004,1395,Male,Under 6 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_005,30,Male,Under 6 years,No
"Coles County, Illinois",Coles, Illinois,B27001_007,3701,Male,6 to 18 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_008,62,Male,6 to 18 years,No
"Coles County, Illinois",Coles, Illinois,B27001_010,3809,Male,19 to 25 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_011,590,Male,19 to 25 years,No
"Coles County, Illinois",Coles, Illinois,B27001_013,2443,Male,26 to 34 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_014,526,Male,26 to 34 years,No
"Coles County, Illinois",Coles, Illinois,B27001_016,2473,Male,35 to 44 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_017,275,Male,35 to 44 years,No
"Coles County, Illinois",Coles, Illinois,B27001_019,2575,Male,45 to 54 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_020,137,Male,45 to 54 years,No
"Coles County, Illinois",Coles, Illinois,B27001_022,2924,Male,55 to 64 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_023,216,Male,55 to 64 years,No
"Coles County, Illinois",Coles, Illinois,B27001_025,2111,Male,65 to 74 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_026,27,Male,65 to 74 years,No
"Coles County, Illinois",Coles, Illinois,B27001_028,1365,Male,75 years and over,Yes
"Coles County, Illinois",Coles, Illinois,B27001_029,8,Male,75 years and over,No
"Coles County, Illinois",Coles, Illinois,B27001_032,1364,Female,Under 6 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_033,58,Female,Under 6 years,No
"Coles County, Illinois",Coles, Illinois,B27001_035,3667,Female,6 to 18 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_036,221,Female,6 to 18 years,No
"Coles County, Illinois",Coles, Illinois,B27001_038,4188,Female,19 to 25 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_039,301,Female,19 to 25 years,No
"Coles County, Illinois",Coles, Illinois,B27001_041,2999,Female,26 to 34 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_042,234,Female,26 to 34 years,No
"Coles County, Illinois",Coles, Illinois,B27001_044,2483,Female,35 to 44 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_045,187,Female,35 to 44 years,No
"Coles County, Illinois",Coles, Illinois,B27001_047,2744,Female,45 to 54 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_048,192,Female,45 to 54 years,No
"Coles County, Illinois",Coles, Illinois,B27001_050,3263,Female,55 to 64 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_051,64,Female,55 to 64 years,No
"Coles County, Illinois",Coles, Illinois,B27001_053,2289,Female,65 to 74 years,Yes
"Coles County, Illinois",Coles, Illinois,B27001_054,55,Female,65 to 74 years,No
"Coles County, Illinois",Coles, Illinois,B27001_056,2051,Female,75 years and over,Yes
"Coles County, Illinois",Coles, Illinois,B27001_057,17,Female,75 years and over,No
"Cook County, Illinois",Cook, Illinois,B27001_004,193326,Male,Under 6 years,Yes
"Cook County, Illinois",Cook, Illinois,B27001_005,4597,Male,Under 6 years,No
"Cook County, Illinois",Cook, Illinois,B27001_007,405939,Male,6 to 18 years,Yes
"Cook County, Illinois",Cook, Illinois,B27001_008,16878,Male,6 to 18 years,No
"Cook County, Illinois",Cook, Illinois,B27001_010,198688,Male,19 to 25 years,Yes
