GEOID,NAME,variable,estimate,moe,Sex,Age,HI_coverage
60651,ZCTA5 60651,B27001_044,3561,346,Female,35 to 44 years,Yes
60604,ZCTA5 60604,B27001_044,19,13,Female,35 to 44 years,Yes
60612,ZCTA5 60612,B27001_044,2041,224,Female,35 to 44 years,Yes
60613,ZCTA5 60613,B27001_044,3458,362,Female,35 to 44 years,Yes
60617,ZCTA5 60617,B27001_044,4598,444,Female,35 to 44 years,Yes
60618,ZCTA5 60618,B27001_044,6758,444,Female,35 to 44 years,Yes
60624,ZCTA5 60624,B27001_044,2479,290,Female,35 to 44 years,Yes
60626,ZCTA5 60626,B27001_044,2919,412,Female,35 to 44 years,Yes
60630,ZCTA5 60630,B27001_044,3532,380,Female,35 to 44 years,Yes
60632,ZCTA5 60632,B27001_044,4432,359,Female,35 to 44 years,Yes
60645,ZCTA5 60645,B27001_044,2593,338,Female,35 to 44 years,Yes
60653,ZCTA5 60653,B27001_044,2458,282,Female,35 to 44 years,Yes
60628,ZCTA5 60628,B27001_045,293,117,Female,35 to 44 years,No
60641,ZCTA5 60641,B27001_045,1050,257,Female,35 to 44 years,No
60607,ZCTA5 60607,B27001_045,59,53,Female,35 to 44 years,No
60609,ZCTA5 60609,B27001_045,914,165,Female,35 to 44 years,No
60625,ZCTA5 60625,B27001_045,1121,257,Female,35 to 44 years,No
60646,ZCTA5 60646,B27001_045,122,94,Female,35 to 44 years,No
60652,ZCTA5 60652,B27001_045,515,190,Female,35 to 44 years,No
60614,ZCTA5 60614,B27001_045,100,59,Female,35 to 44 years,No
60615,ZCTA5 60615,B27001_045,277,96,Female,35 to 44 years,No
60619,ZCTA5 60619,B27001_045,190,96,Female,35 to 44 years,No
60621,ZCTA5 60621,B27001_045,356,122,Female,35 to 44 years,No
60636,ZCTA5 60636,B27001_045,213,94,Female,35 to 44 years,No
60639,ZCTA5 60639,B27001_045,1952,294,Female,35 to 44 years,No
60643,ZCTA5 60643,B27001_045,149,107,Female,35 to 44 years,No
60647,ZCTA5 60647,B27001_045,745,171,Female,35 to 44 years,No
60631,ZCTA5 60631,B27001_045,11,18,Female,35 to 44 years,No
60601,ZCTA5 60601,B27001_045,0,17,Female,35 to 44 years,No
60608,ZCTA5 60608,B27001_045,760,197,Female,35 to 44 years,No
60620,ZCTA5 60620,B27001_045,468,167,Female,35 to 44 years,No
60634,ZCTA5 60634,B27001_045,847,230,Female,35 to 44 years,No
60637,ZCTA5 60637,B27001_045,203,82,Female,35 to 44 years,No
60644,ZCTA5 60644,B27001_045,258,143,Female,35 to 44 years,No
60605,ZCTA5 60605,B27001_045,6,9,Female,35 to 44 years,No
60606,ZCTA5 60606,B27001_045,0,11,Female,35 to 44 years,No
60623,ZCTA5 60623,B27001_045,1917,316,Female,35 to 44 years,No
60629,ZCTA5 60629,B27001_045,2030,299,Female,35 to 44 years,No
60633,ZCTA5 60633,B27001_045,211,121,Female,35 to 44 years,No
60638,ZCTA5 60638,B27001_045,661,202,Female,35 to 44 years,No
60640,ZCTA5 60640,B27001_045,574,213,Female,35 to 44 years,No
60649,ZCTA5 60649,B27001_045,318,151,Female,35 to 44 years,No
60655,ZCTA5 60655,B27001_045,9,13,Female,35 to 44 years,No
60661,ZCTA5 60661,B27001_045,17,29,Female,35 to 44 years,No
60610,ZCTA5 60610,B27001_045,95,88,Female,35 to 44 years,No
60622,ZCTA5 60622,B27001_045,222,95,Female,35 to 44 years,No
60660,ZCTA5 60660,B27001_045,247,115,Female,35 to 44 years,No
60602,ZCTA5 60602,B27001_045,0,11,Female,35 to 44 years,No
60657,ZCTA5 60657,B27001_045,247,112,Female,35 to 44 years,No
60654,ZCTA5 60654,B27001_045,0,17,Female,35 to 44 years,No
60659,ZCTA5 60659,B27001_045,388,164,Female,35 to 44 years,No
60603,ZCTA5 60603,B27001_045,0,11,Female,35 to 44 years,No
60642,ZCTA5 60642,B27001_045,21,22,Female,35 to 44 years,No
60656,ZCTA5 60656,B27001_045,288,126,Female,35 to 44 years,No
60611,ZCTA5 60611,B27001_045,97,87,Female,35 to 44 years,No
60616,ZCTA5 60616,B27001_045,290,107,Female,35 to 44 years,No
60651,ZCTA5 60651,B27001_045,799,208,Female,35 to 44 years,No
60604,ZCTA5 60604,B27001_045,0,11,Female,35 to 44 years,No
60612,ZCTA5 60612,B27001_045,252,81,Female,35 to 44 years,No
60613,ZCTA5 60613,B27001_045,269,169,Female,35 to 44 years,No
60617,ZCTA5 60617,B27001_045,631,170,Female,35 to 44 years,No
60618,ZCTA5 60618,B27001_045,1046,239,Female,35 to 44 years,No
60624,ZCTA5 60624,B27001_045,302,110,Female,35 to 44 years,No
60626,ZCTA5 60626,B27001_045,568,192,Female,35 to 44 years,No
60630,ZCTA5 60630,B27001_045,572,174,Female,35 to 44 years,No
60632,ZCTA5 60632,B27001_045,2016,307,Female,35 to 44 years,No
60645,ZCTA5 60645,B27001_045,583,206,Female,35 to 44 years,No
60653,ZCTA5 60653,B27001_045,195,78,Female,35 to 44 years,No
60628,ZCTA5 60628,B27001_047,4642,349,Female,45 to 54 years,Yes
60641,ZCTA5 60641,B27001_047,3772,313,Female,45 to 54 years,Yes
60607,ZCTA5 60607,B27001_047,1126,284,Female,45 to 54 years,Yes
60609,ZCTA5 60609,B27001_047,3200,316,Female,45 to 54 years,Yes
60625,ZCTA5 60625,B27001_047,3733,344,Female,45 to 54 years,Yes
60646,ZCTA5 60646,B27001_047,2129,241,Female,45 to 54 years,Yes
60652,ZCTA5 60652,B27001_047,3108,341,Female,45 to 54 years,Yes
60614,ZCTA5 60614,B27001_047,3011,293,Female,45 to 54 years,Yes
60615,ZCTA5 60615,B27001_047,2202,275,Female,45 to 54 years,Yes
60619,ZCTA5 60619,B27001_047,3822,456,Female,45 to 54 years,Yes
60621,ZCTA5 60621,B27001_047,1402,191,Female,45 to 54 years,Yes
60636,ZCTA5 60636,B27001_047,1953,224,Female,45 to 54 years,Yes
60639,ZCTA5 60639,B27001_047,3819,380,Female,45 to 54 years,Yes
60643,ZCTA5 60643,B27001_047,3469,391,Female,45 to 54 years,Yes
60647,ZCTA5 60647,B27001_047,3813,386,Female,45 to 54 years,Yes
60631,ZCTA5 60631,B27001_047,1932,281,Female,45 to 54 years,Yes
60601,ZCTA5 60601,B27001_047,741,281,Female,45 to 54 years,Yes
60608,ZCTA5 60608,B27001_047,3325,341,Female,45 to 54 years,Yes
60620,ZCTA5 60620,B27001_047,4285,368,Female,45 to 54 years,Yes
60634,ZCTA5 60634,B27001_047,4299,398,Female,45 to 54 years,Yes
60637,ZCTA5 60637,B27001_047,2753,292,Female,45 to 54 years,Yes
60644,ZCTA5 60644,B27001_047,2558,355,Female,45 to 54 years,Yes
60605,ZCTA5 60605,B27001_047,1571,373,Female,45 to 54 years,Yes
60606,ZCTA5 60606,B27001_047,227,97,Female,45 to 54 years,Yes
60623,ZCTA5 60623,B27001_047,3591,368,Female,45 to 54 years,Yes
60629,ZCTA5 60629,B27001_047,5287,396,Female,45 to 54 years,Yes
60633,ZCTA5 60633,B27001_047,869,241,Female,45 to 54 years,Yes
60638,ZCTA5 60638,B27001_047,3509,413,Female,45 to 54 years,Yes
60640,ZCTA5 60640,B27001_047,3468,439,Female,45 to 54 years,Yes
60649,ZCTA5 60649,B27001_047,2986,381,Female,45 to 54 years,Yes
60655,ZCTA5 60655,B27001_047,1814,207,Female,45 to 54 years,Yes
60661,ZCTA5 60661,B27001_047,307,118,Female,45 to 54 years,Yes
60610,ZCTA5 60610,B27001_047,1886,323,Female,45 to 54 years,Yes
60622,ZCTA5 60622,B27001_047,1892,238,Female,45 to 54 years,Yes
60660,ZCTA5 60660,B27001_047,2301,351,Female,45 to 54 years,Yes
60602,ZCTA5 60602,B27001_047,52,75,Female,45 to 54 years,Yes
60657,ZCTA5 60657,B27001_047,2853,285,Female,45 to 54 years,Yes
60654,ZCTA5 60654,B27001_047,794,252,Female,45 to 54 years,Yes
60659,ZCTA5 60659,B27001_047,2039,315,Female,45 to 54 years,Yes
60603,ZCTA5 60603,B27001_047,95,52,Female,45 to 54 years,Yes
60642,ZCTA5 60642,B27001_047,733,151,Female,45 to 54 years,Yes
60656,ZCTA5 60656,B27001_047,1404,215,Female,45 to 54 years,Yes
60611,ZCTA5 60611,B27001_047,1277,263,Female,45 to 54 years,Yes
60616,ZCTA5 60616,B27001_047,3126,524,Female,45 to 54 years,Yes
60651,ZCTA5 60651,B27001_047,3698,393,Female,45 to 54 years,Yes
60604,ZCTA5 60604,B27001_047,40,19,Female,45 to 54 years,Yes
60612,ZCTA5 60612,B27001_047,1762,216,Female,45 to 54 years,Yes
60613,ZCTA5 60613,B27001_047,2214,283,Female,45 to 54 years,Yes
60617,ZCTA5 60617,B27001_047,4887,436,Female,45 to 54 years,Yes
60618,ZCTA5 60618,B27001_047,4552,446,Female,45 to 54 years,Yes
60624,ZCTA5 60624,B27001_047,1699,237,Female,45 to 54 years,Yes
60626,ZCTA5 60626,B27001_047,2307,316,Female,45 to 54 years,Yes
60630,ZCTA5 60630,B27001_047,3923,357,Female,45 to 54 years,Yes
60632,ZCTA5 60632,B27001_047,3909,342,Female,45 to 54 years,Yes
60645,ZCTA5 60645,B27001_047,2438,357,Female,45 to 54 years,Yes
60653,ZCTA5 60653,B27001_047,2153,260,Female,45 to 54 years,Yes
60628,ZCTA5 60628,B27001_048,280,98,Female,45 to 54 years,No
60641,ZCTA5 60641,B27001_048,886,201,Female,45 to 54 years,No
60607,ZCTA5 60607,B27001_048,55,50,Female,45 to 54 years,No
60609,ZCTA5 60609,B27001_048,763,154,Female,45 to 54 years,No
60625,ZCTA5 60625,B27001_048,625,164,Female,45 to 54 years,No
60646,ZCTA5 60646,B27001_048,257,168,Female,45 to 54 years,No
60652,ZCTA5 60652,B27001_048,200,83,Female,45 to 54 years,No
60614,ZCTA5 60614,B27001_048,34,26,Female,45 to 54 years,No
60615,ZCTA5 60615,B27001_048,220,125,Female,45 to 54 years,No
60619,ZCTA5 60619,B27001_048,436,142,Female,45 to 54 years,No
60621,ZCTA5 60621,B27001_048,190,79,Female,45 to 54 years,No
60636,ZCTA5 60636,B27001_048,269,80,Female,45 to 54 years,No
60639,ZCTA5 60639,B27001_048,1657,294,Female,45 to 54 years,No
60643,ZCTA5 60643,B27001_048,297,152,Female,45 to 54 years,No
60647,ZCTA5 60647,B27001_048,613,151,Female,45 to 54 years,No
60631,ZCTA5 60631,B27001_048,37,34,Female,45 to 54 years,No
60601,ZCTA5 60601,B27001_048,0,17,Female,45 to 54 years,No
60608,ZCTA5 60608,B27001_048,786,218,Female,45 to 54 years,No
60620,ZCTA5 60620,B27001_048,681,198,Female,45 to 54 years,No
60634,ZCTA5 60634,B27001_048,689,208,Female,45 to 54 years,No
60637,ZCTA5 60637,B27001_048,321,141,Female,45 to 54 years,No
60644,ZCTA5 60644,B27001_048,567,180,Female,45 to 54 years,No
60605,ZCTA5 60605,B27001_048,0,20,Female,45 to 54 years,No
60606,ZCTA5 60606,B27001_048,0,11,Female,45 to 54 years,No
60623,ZCTA5 60623,B27001_048,1552,260,Female,45 to 54 years,No
60629,ZCTA5 60629,B27001_048,1284,266,Female,45 to 54 years,No
60633,ZCTA5 60633,B27001_048,168,114,Female,45 to 54 years,No
60638,ZCTA5 60638,B27001_048,277,119,Female,45 to 54 years,No
60640,ZCTA5 60640,B27001_048,363,127,Female,45 to 54 years,No
60649,ZCTA5 60649,B27001_048,401,158,Female,45 to 54 years,No
60655,ZCTA5 60655,B27001_048,136,86,Female,45 to 54 years,No
60661,ZCTA5 60661,B27001_048,34,41,Female,45 to 54 years,No
60610,ZCTA5 60610,B27001_048,102,68,Female,45 to 54 years,No
60622,ZCTA5 60622,B27001_048,144,52,Female,45 to 54 years,No
60660,ZCTA5 60660,B27001_048,311,121,Female,45 to 54 years,No
60602,ZCTA5 60602,B27001_048,0,11,Female,45 to 54 years,No
60657,ZCTA5 60657,B27001_048,109,72,Female,45 to 54 years,No
60654,ZCTA5 60654,B27001_048,102,92,Female,45 to 54 years,No
60659,ZCTA5 60659,B27001_048,479,211,Female,45 to 54 years,No
60603,ZCTA5 60603,B27001_048,0,11,Female,45 to 54 years,No
60642,ZCTA5 60642,B27001_048,155,99,Female,45 to 54 years,No
60656,ZCTA5 60656,B27001_048,173,84,Female,45 to 54 years,No
60611,ZCTA5 60611,B27001_048,66,55,Female,45 to 54 years,No
60616,ZCTA5 60616,B27001_048,354,155,Female,45 to 54 years,No
60651,ZCTA5 60651,B27001_048,755,218,Female,45 to 54 years,No
60604,ZCTA5 60604,B27001_048,0,11,Female,45 to 54 years,No
60612,ZCTA5 60612,B27001_048,188,87,Female,45 to 54 years,No
60613,ZCTA5 60613,B27001_048,88,64,Female,45 to 54 years,No
60617,ZCTA5 60617,B27001_048,607,156,Female,45 to 54 years,No
60618,ZCTA5 60618,B27001_048,1114,284,Female,45 to 54 years,No
60624,ZCTA5 60624,B27001_048,253,110,Female,45 to 54 years,No
60626,ZCTA5 60626,B27001_048,454,162,Female,45 to 54 years,No
60630,ZCTA5 60630,B27001_048,340,137,Female,45 to 54 years,No
60632,ZCTA5 60632,B27001_048,1014,196,Female,45 to 54 years,No
60645,ZCTA5 60645,B27001_048,410,172,Female,45 to 54 years,No
60653,ZCTA5 60653,B27001_048,192,98,Female,45 to 54 years,No
60628,ZCTA5 60628,B27001_050,4160,321,Female,55 to 64 years,Yes
60641,ZCTA5 60641,B27001_050,3883,351,Female,55 to 64 years,Yes
60607,ZCTA5 60607,B27001_050,740,195,Female,55 to 64 years,Yes
60609,ZCTA5 60609,B27001_050,2467,260,Female,55 to 64 years,Yes
60625,ZCTA5 60625,B27001_050,3533,455,Female,55 to 64 years,Yes
60646,ZCTA5 60646,B27001_050,1404,197,Female,55 to 64 years,Yes
60652,ZCTA5 60652,B27001_050,2741,293,Female,55 to 64 years,Yes
60614,ZCTA5 60614,B27001_050,2574,242,Female,55 to 64 years,Yes
60615,ZCTA5 60615,B27001_050,2439,299,Female,55 to 64 years,Yes
60619,ZCTA5 60619,B27001_050,5177,453,Female,55 to 64 years,Yes
60621,ZCTA5 60621,B27001_050,1755,188,Female,55 to 64 years,Yes
60636,ZCTA5 60636,B27001_050,1697,205,Female,55 to 64 years,Yes
60639,ZCTA5 60639,B27001_050,4329,373,Female,55 to 64 years,Yes
60643,ZCTA5 60643,B27001_050,3526,369,Female,55 to 64 years,Yes
60647,ZCTA5 60647,B27001_050,2811,283,Female,55 to 64 years,Yes
60631,ZCTA5 60631,B27001_050,2171,240,Female,55 to 64 years,Yes
60601,ZCTA5 60601,B27001_050,565,258,Female,55 to 64 years,Yes
60608,ZCTA5 60608,B27001_050,3070,377,Female,55 to 64 years,Yes
60620,ZCTA5 60620,B27001_050,4691,469,Female,55 to 64 years,Yes
60634,ZCTA5 60634,B27001_050,4305,369,Female,55 to 64 years,Yes
60637,ZCTA5 60637,B27001_050,2964,311,Female,55 to 64 years,Yes
60644,ZCTA5 60644,B27001_050,3057,361,Female,55 to 64 years,Yes
60605,ZCTA5 60605,B27001_050,1834,380,Female,55 to 64 years,Yes
60606,ZCTA5 60606,B27001_050,131,89,Female,55 to 64 years,Yes
60623,ZCTA5 60623,B27001_050,3330,333,Female,55 to 64 years,Yes
60629,ZCTA5 60629,B27001_050,4753,429,Female,55 to 64 years,Yes
60633,ZCTA5 60633,B27001_050,845,224,Female,55 to 64 years,Yes
60638,ZCTA5 60638,B27001_050,3069,320,Female,55 to 64 years,Yes
60640,ZCTA5 60640,B27001_050,2956,352,Female,55 to 64 years,Yes
60649,ZCTA5 60649,B27001_050,3545,425,Female,55 to 64 years,Yes
60655,ZCTA5 60655,B27001_050,2082,167,Female,55 to 64 years,Yes
60661,ZCTA5 60661,B27001_050,151,87,Female,55 to 64 years,Yes
60610,ZCTA5 60610,B27001_050,1925,326,Female,55 to 64 years,Yes
60622,ZCTA5 60622,B27001_050,1496,226,Female,55 to 64 years,Yes
60660,ZCTA5 60660,B27001_050,2176,289,Female,55 to 64 years,Yes
60602,ZCTA5 60602,B27001_050,0,11,Female,55 to 64 years,Yes
60657,ZCTA5 60657,B27001_050,2194,293,Female,55 to 64 years,Yes
60654,ZCTA5 60654,B27001_050,849,213,Female,55 to 64 years,Yes
60659,ZCTA5 60659,B27001_050,2112,339,Female,55 to 64 years,Yes
60603,ZCTA5 60603,B27001_050,91,39,Female,55 to 64 years,Yes
60642,ZCTA5 60642,B27001_050,648,177,Female,55 to 64 years,Yes
60656,ZCTA5 60656,B27001_050,1829,263,Female,55 to 64 years,Yes
60611,ZCTA5 60611,B27001_050,2871,351,Female,55 to 64 years,Yes
60616,ZCTA5 60616,B27001_050,2989,353,Female,55 to 64 years,Yes
60651,ZCTA5 60651,B27001_050,3212,313,Female,55 to 64 years,Yes
60604,ZCTA5 60604,B27001_050,57,39,Female,55 to 64 years,Yes
60612,ZCTA5 60612,B27001_050,1707,177,Female,55 to 64 years,Yes
60613,ZCTA5 60613,B27001_050,2042,431,Female,55 to 64 years,Yes
60617,ZCTA5 60617,B27001_050,4717,400,Female,55 to 64 years,Yes
60618,ZCTA5 60618,B27001_050,3660,355,Female,55 to 64 years,Yes
60624,ZCTA5 60624,B27001_050,1818,239,Female,55 to 64 years,Yes
60626,ZCTA5 60626,B27001_050,2105,308,Female,55 to 64 years,Yes
60630,ZCTA5 60630,B27001_050,3755,318,Female,55 to 64 years,Yes
60632,ZCTA5 60632,B27001_050,3112,303,Female,55 to 64 years,Yes
60645,ZCTA5 60645,B27001_050,2524,284,Female,55 to 64 years,Yes
60653,ZCTA5 60653,B27001_050,1947,261,Female,55 to 64 years,Yes
60628,ZCTA5 60628,B27001_051,410,118,Female,55 to 64 years,No
60641,ZCTA5 60641,B27001_051,1032,192,Female,55 to 64 years,No
60607,ZCTA5 60607,B27001_051,89,83,Female,55 to 64 years,No
60609,ZCTA5 60609,B27001_051,293,103,Female,55 to 64 years,No
60625,ZCTA5 60625,B27001_051,516,160,Female,55 to 64 years,No
60646,ZCTA5 60646,B27001_051,130,112,Female,55 to 64 years,No
60652,ZCTA5 60652,B27001_051,322,137,Female,55 to 64 years,No
60614,ZCTA5 60614,B27001_051,138,82,Female,55 to 64 years,No
60615,ZCTA5 60615,B27001_051,121,60,Female,55 to 64 years,No
60619,ZCTA5 60619,B27001_051,657,196,Female,55 to 64 years,No
60621,ZCTA5 60621,B27001_051,324,105,Female,55 to 64 years,No
60636,ZCTA5 60636,B27001_051,136,57,Female,55 to 64 years,No
60639,ZCTA5 60639,B27001_051,712,145,Female,55 to 64 years,No
60643,ZCTA5 60643,B27001_051,201,97,Female,55 to 64 years,No
60647,ZCTA5 60647,B27001_051,468,130,Female,55 to 64 years,No
60631,ZCTA5 60631,B27001_051,110,105,Female,55 to 64 years,No
60601,ZCTA5 60601,B27001_051,0,17,Female,55 to 64 years,No
60608,ZCTA5 60608,B27001_051,580,155,Female,55 to 64 years,No
60620,ZCTA5 60620,B27001_051,498,131,Female,55 to 64 years,No
60634,ZCTA5 60634,B27001_051,750,197,Female,55 to 64 years,No
60637,ZCTA5 60637,B27001_051,220,80,Female,55 to 64 years,No
60644,ZCTA5 60644,B27001_051,205,123,Female,55 to 64 years,No
60605,ZCTA5 60605,B27001_051,0,20,Female,55 to 64 years,No
60606,ZCTA5 60606,B27001_051,0,11,Female,55 to 64 years,No
60623,ZCTA5 60623,B27001_051,818,167,Female,55 to 64 years,No
60629,ZCTA5 60629,B27001_051,654,192,Female,55 to 64 years,No
60633,ZCTA5 60633,B27001_051,78,56,Female,55 to 64 years,No
60638,ZCTA5 60638,B27001_051,356,129,Female,55 to 64 years,No
60640,ZCTA5 60640,B27001_051,358,163,Female,55 to 64 years,No
60649,ZCTA5 60649,B27001_051,413,193,Female,55 to 64 years,No
60655,ZCTA5 60655,B27001_051,49,44,Female,55 to 64 years,No
60661,ZCTA5 60661,B27001_051,0,15,Female,55 to 64 years,No
60610,ZCTA5 60610,B27001_051,13,22,Female,55 to 64 years,No
60622,ZCTA5 60622,B27001_051,85,42,Female,55 to 64 years,No
60660,ZCTA5 60660,B27001_051,268,105,Female,55 to 64 years,No
60602,ZCTA5 60602,B27001_051,0,11,Female,55 to 64 years,No
60657,ZCTA5 60657,B27001_051,89,52,Female,55 to 64 years,No
60654,ZCTA5 60654,B27001_051,22,35,Female,55 to 64 years,No
60659,ZCTA5 60659,B27001_051,377,157,Female,55 to 64 years,No
60603,ZCTA5 60603,B27001_051,0,11,Female,55 to 64 years,No
60642,ZCTA5 60642,B27001_051,52,37,Female,55 to 64 years,No
60656,ZCTA5 60656,B27001_051,125,105,Female,55 to 64 years,No
60611,ZCTA5 60611,B27001_051,89,59,Female,55 to 64 years,No
60616,ZCTA5 60616,B27001_051,418,167,Female,55 to 64 years,No
60651,ZCTA5 60651,B27001_051,560,170,Female,55 to 64 years,No
60604,ZCTA5 60604,B27001_051,3,5,Female,55 to 64 years,No
60612,ZCTA5 60612,B27001_051,98,47,Female,55 to 64 years,No
60613,ZCTA5 60613,B27001_051,158,104,Female,55 to 64 years,No
60617,ZCTA5 60617,B27001_051,411,136,Female,55 to 64 years,No
60618,ZCTA5 60618,B27001_051,591,174,Female,55 to 64 years,No
60624,ZCTA5 60624,B27001_051,162,90,Female,55 to 64 years,No
60626,ZCTA5 60626,B27001_051,306,126,Female,55 to 64 years,No
60630,ZCTA5 60630,B27001_051,440,175,Female,55 to 64 years,No
60632,ZCTA5 60632,B27001_051,898,220,Female,55 to 64 years,No
60645,ZCTA5 60645,B27001_051,219,105,Female,55 to 64 years,No
60653,ZCTA5 60653,B27001_051,104,57,Female,55 to 64 years,No
60628,ZCTA5 60628,B27001_053,3636,306,Female,65 to 74 years,Yes
60641,ZCTA5 60641,B27001_053,2377,285,Female,65 to 74 years,Yes
60607,ZCTA5 60607,B27001_053,402,151,Female,65 to 74 years,Yes
60609,ZCTA5 60609,B27001_053,2447,238,Female,65 to 74 years,Yes
60625,ZCTA5 60625,B27001_053,1940,256,Female,65 to 74 years,Yes
60646,ZCTA5 60646,B27001_053,1557,232,Female,65 to 74 years,Yes
60652,ZCTA5 60652,B27001_053,1379,186,Female,65 to 74 years,Yes
60614,ZCTA5 60614,B27001_053,1883,206,Female,65 to 74 years,Yes
60615,ZCTA5 60615,B27001_053,2144,241,Female,65 to 74 years,Yes
60619,ZCTA5 60619,B27001_053,3455,310,Female,65 to 74 years,Yes
60621,ZCTA5 60621,B27001_053,1148,170,Female,65 to 74 years,Yes
60636,ZCTA5 60636,B27001_053,1918,180,Female,65 to 74 years,Yes
60639,ZCTA5 60639,B27001_053,2632,307,Female,65 to 74 years,Yes
60643,ZCTA5 60643,B27001_053,2830,283,Female,65 to 74 years,Yes
60647,ZCTA5 60647,B27001_053,2116,240,Female,65 to 74 years,Yes
60631,ZCTA5 60631,B27001_053,1185,177,Female,65 to 74 years,Yes
60601,ZCTA5 60601,B27001_053,648,289,Female,65 to 74 years,Yes
60608,ZCTA5 60608,B27001_053,2113,277,Female,65 to 74 years,Yes
60620,ZCTA5 60620,B27001_053,3549,315,Female,65 to 74 years,Yes
60634,ZCTA5 60634,B27001_053,3472,336,Female,65 to 74 years,Yes
60637,ZCTA5 60637,B27001_053,1851,231,Female,65 to 74 years,Yes
60644,ZCTA5 60644,B27001_053,2223,279,Female,65 to 74 years,Yes
60605,ZCTA5 60605,B27001_053,1093,270,Female,65 to 74 years,Yes
60606,ZCTA5 60606,B27001_053,184,77,Female,65 to 74 years,Yes
60623,ZCTA5 60623,B27001_053,2567,285,Female,65 to 74 years,Yes
60629,ZCTA5 60629,B27001_053,3789,408,Female,65 to 74 years,Yes
60633,ZCTA5 60633,B27001_053,424,114,Female,65 to 74 years,Yes
60638,ZCTA5 60638,B27001_053,2658,320,Female,65 to 74 years,Yes
60640,ZCTA5 60640,B27001_053,2495,310,Female,65 to 74 years,Yes
60649,ZCTA5 60649,B27001_053,2140,263,Female,65 to 74 years,Yes
60655,ZCTA5 60655,B27001_053,1023,128,Female,65 to 74 years,Yes
60661,ZCTA5 60661,B27001_053,111,89,Female,65 to 74 years,Yes
60610,ZCTA5 60610,B27001_053,2343,352,Female,65 to 74 years,Yes
60622,ZCTA5 60622,B27001_053,767,148,Female,65 to 74 years,Yes
60660,ZCTA5 60660,B27001_053,1842,235,Female,65 to 74 years,Yes
60602,ZCTA5 60602,B27001_053,0,11,Female,65 to 74 years,Yes
60657,ZCTA5 60657,B27001_053,1598,179,Female,65 to 74 years,Yes
60654,ZCTA5 60654,B27001_053,371,147,Female,65 to 74 years,Yes
60659,ZCTA5 60659,B27001_053,1418,250,Female,65 to 74 years,Yes
60603,ZCTA5 60603,B27001_053,44,23,Female,65 to 74 years,Yes
60642,ZCTA5 60642,B27001_053,374,101,Female,65 to 74 years,Yes
60656,ZCTA5 60656,B27001_053,1320,237,Female,65 to 74 years,Yes
60611,ZCTA5 60611,B27001_053,2199,335,Female,65 to 74 years,Yes
60616,ZCTA5 60616,B27001_053,2379,294,Female,65 to 74 years,Yes
60651,ZCTA5 60651,B27001_053,2733,329,Female,65 to 74 years,Yes
60604,ZCTA5 60604,B27001_053,33,17,Female,65 to 74 years,Yes
60612,ZCTA5 60612,B27001_053,1026,156,Female,65 to 74 years,Yes
60613,ZCTA5 60613,B27001_053,1243,214,Female,65 to 74 years,Yes
60617,ZCTA5 60617,B27001_053,3714,328,Female,65 to 74 years,Yes
60618,ZCTA5 60618,B27001_053,2652,275,Female,65 to 74 years,Yes
60624,ZCTA5 60624,B27001_053,1162,199,Female,65 to 74 years,Yes
60626,ZCTA5 60626,B27001_053,1368,223,Female,65 to 74 years,Yes
60630,ZCTA5 60630,B27001_053,2610,285,Female,65 to 74 years,Yes
60632,ZCTA5 60632,B27001_053,2634,241,Female,65 to 74 years,Yes
60645,ZCTA5 60645,B27001_053,1798,229,Female,65 to 74 years,Yes
60653,ZCTA5 60653,B27001_053,1277,176,Female,65 to 74 years,Yes
60628,ZCTA5 60628,B27001_054,38,31,Female,65 to 74 years,No
60641,ZCTA5 60641,B27001_054,144,110,Female,65 to 74 years,No
60607,ZCTA5 60607,B27001_054,27,22,Female,65 to 74 years,No
60609,ZCTA5 60609,B27001_054,38,46,Female,65 to 74 years,No
60625,ZCTA5 60625,B27001_054,111,64,Female,65 to 74 years,No
60646,ZCTA5 60646,B27001_054,69,109,Female,65 to 74 years,No
60652,ZCTA5 60652,B27001_054,0,23,Female,65 to 74 years,No
60614,ZCTA5 60614,B27001_054,0,26,Female,65 to 74 years,No
60615,ZCTA5 60615,B27001_054,0,23,Female,65 to 74 years,No
60619,ZCTA5 60619,B27001_054,0,26,Female,65 to 74 years,No
60621,ZCTA5 60621,B27001_054,6,9,Female,65 to 74 years,No
60636,ZCTA5 60636,B27001_054,20,18,Female,65 to 74 years,No
60639,ZCTA5 60639,B27001_054,182,79,Female,65 to 74 years,No
60643,ZCTA5 60643,B27001_054,52,59,Female,65 to 74 years,No
60647,ZCTA5 60647,B27001_054,34,29,Female,65 to 74 years,No
60631,ZCTA5 60631,B27001_054,0,20,Female,65 to 74 years,No
60601,ZCTA5 60601,B27001_054,0,17,Female,65 to 74 years,No
60608,ZCTA5 60608,B27001_054,130,72,Female,65 to 74 years,No
60620,ZCTA5 60620,B27001_054,16,27,Female,65 to 74 years,No
60634,ZCTA5 60634,B27001_054,71,56,Female,65 to 74 years,No
60637,ZCTA5 60637,B27001_054,27,23,Female,65 to 74 years,No
60644,ZCTA5 60644,B27001_054,25,26,Female,65 to 74 years,No
60605,ZCTA5 60605,B27001_054,0,20,Female,65 to 74 years,No
60606,ZCTA5 60606,B27001_054,0,11,Female,65 to 74 years,No
60623,ZCTA5 60623,B27001_054,68,42,Female,65 to 74 years,No
