County,State,variable,estimate,Sex,Age,Employment
Benton, Indiana,B23001_156,91,Female,62 to 64 years,Employed Civilian
Benton, Indiana,B23001_157,5,Female,62 to 64 years,Unemployed Civilian
Benton, Indiana,B23001_158,85,Female,62 to 64 years,Not in labor force
Benton, Indiana,B23001_161,80,Female,65 to 69 years,Employed
Benton, Indiana,B23001_162,0,Female,65 to 69 years,Unemployed
Benton, Indiana,B23001_163,138,Female,65 to 69 years,Not in labor force
Benton, Indiana,B23001_166,24,Female,70 to 74 years,Employed
Benton, Indiana,B23001_167,0,Female,70 to 74 years,Unemployed
Benton, Indiana,B23001_168,195,Female,70 to 74 years,Not in labor force
Benton, Indiana,B23001_171,29,Female,75 years and over,Employed
Benton, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Benton, Indiana,B23001_173,366,Female,75 years and over,Not in labor force
Blackford, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Blackford, Indiana,B23001_007,103,Male,16 to 19 years,Employed Civilian
Blackford, Indiana,B23001_008,27,Male,16 to 19 years,Unemployed Civilian
Blackford, Indiana,B23001_009,228,Male,16 to 19 years,Not in labor force
Blackford, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Blackford, Indiana,B23001_014,94,Male,20 and 21 years,Employed Civilian
Blackford, Indiana,B23001_015,0,Male,20 and 21 years,Unemployed Civilian
Blackford, Indiana,B23001_016,32,Male,20 and 21 years,Not in labor force
Blackford, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Blackford, Indiana,B23001_021,207,Male,22 to 24 years,Employed Civilian
Blackford, Indiana,B23001_022,5,Male,22 to 24 years,Unemployed Civilian
Blackford, Indiana,B23001_023,13,Male,22 to 24 years,Not in labor force
Blackford, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Blackford, Indiana,B23001_028,314,Male,25 to 29 years,Employed Civilian
Blackford, Indiana,B23001_029,16,Male,25 to 29 years,Unemployed Civilian
Blackford, Indiana,B23001_030,47,Male,25 to 29 years,Not in labor force
Blackford, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Blackford, Indiana,B23001_035,223,Male,30 to 34 years,Employed Civilian
Blackford, Indiana,B23001_036,14,Male,30 to 34 years,Unemployed Civilian
Blackford, Indiana,B23001_037,70,Male,30 to 34 years,Not in labor force
Blackford, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Blackford, Indiana,B23001_042,499,Male,35 to 44 years,Employed Civilian
Blackford, Indiana,B23001_043,16,Male,35 to 44 years,Unemployed Civilian
Blackford, Indiana,B23001_044,119,Male,35 to 44 years,Not in labor force
Blackford, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Blackford, Indiana,B23001_049,671,Male,45 to 54 years,Employed Civilian
Blackford, Indiana,B23001_050,48,Male,45 to 54 years,Unemployed Civilian
Blackford, Indiana,B23001_051,123,Male,45 to 54 years,Not in labor force
Blackford, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Blackford, Indiana,B23001_056,312,Male,55 to 59 years,Employed Civilian
Blackford, Indiana,B23001_057,41,Male,55 to 59 years,Unemployed Civilian
Blackford, Indiana,B23001_058,159,Male,55 to 59 years,Not in labor force
Blackford, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Blackford, Indiana,B23001_063,115,Male,60 and 61 years,Employed Civilian
Blackford, Indiana,B23001_064,0,Male,60 and 61 years,Unemployed Civilian
Blackford, Indiana,B23001_065,52,Male,60 and 61 years,Not in labor force
Blackford, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Blackford, Indiana,B23001_070,120,Male,62 to 64 years,Employed Civilian
Blackford, Indiana,B23001_071,11,Male,62 to 64 years,Unemployed Civilian
Blackford, Indiana,B23001_072,90,Male,62 to 64 years,Not in labor force
Blackford, Indiana,B23001_075,108,Male,65 to 69 years,Employed
Blackford, Indiana,B23001_076,5,Male,65 to 69 years,Unemployed
Blackford, Indiana,B23001_077,262,Male,65 to 69 years,Not in labor force
Blackford, Indiana,B23001_080,75,Male,70 to 74 years,Employed
Blackford, Indiana,B23001_081,7,Male,70 to 74 years,Unemployed
Blackford, Indiana,B23001_082,232,Male,70 to 74 years,Not in labor force
Blackford, Indiana,B23001_085,28,Male,75 years and over,Employed
Blackford, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Blackford, Indiana,B23001_087,395,Male,75 years and over,Not in labor force
Blackford, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Blackford, Indiana,B23001_093,98,Female,16 to 19 years,Employed Civilian
Blackford, Indiana,B23001_094,8,Female,16 to 19 years,Unemployed Civilian
Blackford, Indiana,B23001_095,118,Female,16 to 19 years,Not in labor force
Blackford, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Blackford, Indiana,B23001_100,75,Female,20 and 21 years,Employed Civilian
Blackford, Indiana,B23001_101,0,Female,20 and 21 years,Unemployed Civilian
Blackford, Indiana,B23001_102,4,Female,20 and 21 years,Not in labor force
Blackford, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Blackford, Indiana,B23001_107,123,Female,22 to 24 years,Employed Civilian
Blackford, Indiana,B23001_108,88,Female,22 to 24 years,Unemployed Civilian
Blackford, Indiana,B23001_109,20,Female,22 to 24 years,Not in labor force
Blackford, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Blackford, Indiana,B23001_114,222,Female,25 to 29 years,Employed Civilian
Blackford, Indiana,B23001_115,20,Female,25 to 29 years,Unemployed Civilian
Blackford, Indiana,B23001_116,91,Female,25 to 29 years,Not in labor force
Blackford, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Blackford, Indiana,B23001_121,235,Female,30 to 34 years,Employed Civilian
Blackford, Indiana,B23001_122,0,Female,30 to 34 years,Unemployed Civilian
Blackford, Indiana,B23001_123,79,Female,30 to 34 years,Not in labor force
Blackford, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Blackford, Indiana,B23001_128,556,Female,35 to 44 years,Employed Civilian
Blackford, Indiana,B23001_129,20,Female,35 to 44 years,Unemployed Civilian
Blackford, Indiana,B23001_130,83,Female,35 to 44 years,Not in labor force
Blackford, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Blackford, Indiana,B23001_135,563,Female,45 to 54 years,Employed Civilian
Blackford, Indiana,B23001_136,39,Female,45 to 54 years,Unemployed Civilian
Blackford, Indiana,B23001_137,225,Female,45 to 54 years,Not in labor force
Blackford, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Blackford, Indiana,B23001_142,299,Female,55 to 59 years,Employed Civilian
Blackford, Indiana,B23001_143,0,Female,55 to 59 years,Unemployed Civilian
Blackford, Indiana,B23001_144,210,Female,55 to 59 years,Not in labor force
Blackford, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Blackford, Indiana,B23001_149,106,Female,60 and 61 years,Employed Civilian
Blackford, Indiana,B23001_150,0,Female,60 and 61 years,Unemployed Civilian
Blackford, Indiana,B23001_151,67,Female,60 and 61 years,Not in labor force
Blackford, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Blackford, Indiana,B23001_156,78,Female,62 to 64 years,Employed Civilian
Blackford, Indiana,B23001_157,0,Female,62 to 64 years,Unemployed Civilian
Blackford, Indiana,B23001_158,172,Female,62 to 64 years,Not in labor force
Blackford, Indiana,B23001_161,104,Female,65 to 69 years,Employed
Blackford, Indiana,B23001_162,0,Female,65 to 69 years,Unemployed
Blackford, Indiana,B23001_163,335,Female,65 to 69 years,Not in labor force
Blackford, Indiana,B23001_166,20,Female,70 to 74 years,Employed
Blackford, Indiana,B23001_167,0,Female,70 to 74 years,Unemployed
Blackford, Indiana,B23001_168,262,Female,70 to 74 years,Not in labor force
Blackford, Indiana,B23001_171,0,Female,75 years and over,Employed
Blackford, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Blackford, Indiana,B23001_173,677,Female,75 years and over,Not in labor force
Boone, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Boone, Indiana,B23001_007,653,Male,16 to 19 years,Employed Civilian
Boone, Indiana,B23001_008,93,Male,16 to 19 years,Unemployed Civilian
Boone, Indiana,B23001_009,1060,Male,16 to 19 years,Not in labor force
Boone, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Boone, Indiana,B23001_014,485,Male,20 and 21 years,Employed Civilian
Boone, Indiana,B23001_015,0,Male,20 and 21 years,Unemployed Civilian
Boone, Indiana,B23001_016,149,Male,20 and 21 years,Not in labor force
Boone, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Boone, Indiana,B23001_021,967,Male,22 to 24 years,Employed Civilian
Boone, Indiana,B23001_022,53,Male,22 to 24 years,Unemployed Civilian
Boone, Indiana,B23001_023,77,Male,22 to 24 years,Not in labor force
Boone, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Boone, Indiana,B23001_028,1433,Male,25 to 29 years,Employed Civilian
Boone, Indiana,B23001_029,27,Male,25 to 29 years,Unemployed Civilian
Boone, Indiana,B23001_030,231,Male,25 to 29 years,Not in labor force
Boone, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Boone, Indiana,B23001_035,1765,Male,30 to 34 years,Employed Civilian
Boone, Indiana,B23001_036,8,Male,30 to 34 years,Unemployed Civilian
Boone, Indiana,B23001_037,117,Male,30 to 34 years,Not in labor force
Boone, Indiana,B23001_040,91,Male,35 to 44 years,In Armed Forces
Boone, Indiana,B23001_042,3963,Male,35 to 44 years,Employed Civilian
Boone, Indiana,B23001_043,50,Male,35 to 44 years,Unemployed Civilian
Boone, Indiana,B23001_044,191,Male,35 to 44 years,Not in labor force
Boone, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Boone, Indiana,B23001_049,4321,Male,45 to 54 years,Employed Civilian
Boone, Indiana,B23001_050,202,Male,45 to 54 years,Unemployed Civilian
Boone, Indiana,B23001_051,301,Male,45 to 54 years,Not in labor force
Boone, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Boone, Indiana,B23001_056,1794,Male,55 to 59 years,Employed Civilian
Boone, Indiana,B23001_057,36,Male,55 to 59 years,Unemployed Civilian
Boone, Indiana,B23001_058,299,Male,55 to 59 years,Not in labor force
Boone, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Boone, Indiana,B23001_063,603,Male,60 and 61 years,Employed Civilian
Boone, Indiana,B23001_064,0,Male,60 and 61 years,Unemployed Civilian
Boone, Indiana,B23001_065,176,Male,60 and 61 years,Not in labor force
Boone, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Boone, Indiana,B23001_070,713,Male,62 to 64 years,Employed Civilian
Boone, Indiana,B23001_071,30,Male,62 to 64 years,Unemployed Civilian
Boone, Indiana,B23001_072,358,Male,62 to 64 years,Not in labor force
Boone, Indiana,B23001_075,479,Male,65 to 69 years,Employed
Boone, Indiana,B23001_076,0,Male,65 to 69 years,Unemployed
Boone, Indiana,B23001_077,716,Male,65 to 69 years,Not in labor force
Boone, Indiana,B23001_080,459,Male,70 to 74 years,Employed
Boone, Indiana,B23001_081,0,Male,70 to 74 years,Unemployed
Boone, Indiana,B23001_082,650,Male,70 to 74 years,Not in labor force
Boone, Indiana,B23001_085,141,Male,75 years and over,Employed
Boone, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Boone, Indiana,B23001_087,1159,Male,75 years and over,Not in labor force
Boone, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Boone, Indiana,B23001_093,629,Female,16 to 19 years,Employed Civilian
Boone, Indiana,B23001_094,2,Female,16 to 19 years,Unemployed Civilian
Boone, Indiana,B23001_095,907,Female,16 to 19 years,Not in labor force
Boone, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Boone, Indiana,B23001_100,337,Female,20 and 21 years,Employed Civilian
Boone, Indiana,B23001_101,3,Female,20 and 21 years,Unemployed Civilian
Boone, Indiana,B23001_102,56,Female,20 and 21 years,Not in labor force
Boone, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Boone, Indiana,B23001_107,1150,Female,22 to 24 years,Employed Civilian
Boone, Indiana,B23001_108,0,Female,22 to 24 years,Unemployed Civilian
Boone, Indiana,B23001_109,83,Female,22 to 24 years,Not in labor force
Boone, Indiana,B23001_112,0,Female,25 to 29 years,In Armed Forces
Boone, Indiana,B23001_114,1414,Female,25 to 29 years,Employed Civilian
Boone, Indiana,B23001_115,54,Female,25 to 29 years,Unemployed Civilian
Boone, Indiana,B23001_116,295,Female,25 to 29 years,Not in labor force
Boone, Indiana,B23001_119,0,Female,30 to 34 years,In Armed Forces
Boone, Indiana,B23001_121,1506,Female,30 to 34 years,Employed Civilian
Boone, Indiana,B23001_122,101,Female,30 to 34 years,Unemployed Civilian
Boone, Indiana,B23001_123,477,Female,30 to 34 years,Not in labor force
Boone, Indiana,B23001_126,0,Female,35 to 44 years,In Armed Forces
Boone, Indiana,B23001_128,3537,Female,35 to 44 years,Employed Civilian
Boone, Indiana,B23001_129,67,Female,35 to 44 years,Unemployed Civilian
Boone, Indiana,B23001_130,904,Female,35 to 44 years,Not in labor force
Boone, Indiana,B23001_133,0,Female,45 to 54 years,In Armed Forces
Boone, Indiana,B23001_135,3741,Female,45 to 54 years,Employed Civilian
Boone, Indiana,B23001_136,47,Female,45 to 54 years,Unemployed Civilian
Boone, Indiana,B23001_137,1105,Female,45 to 54 years,Not in labor force
Boone, Indiana,B23001_140,0,Female,55 to 59 years,In Armed Forces
Boone, Indiana,B23001_142,1685,Female,55 to 59 years,Employed Civilian
Boone, Indiana,B23001_143,68,Female,55 to 59 years,Unemployed Civilian
Boone, Indiana,B23001_144,631,Female,55 to 59 years,Not in labor force
Boone, Indiana,B23001_147,0,Female,60 and 61 years,In Armed Forces
Boone, Indiana,B23001_149,721,Female,60 and 61 years,Employed Civilian
Boone, Indiana,B23001_150,23,Female,60 and 61 years,Unemployed Civilian
Boone, Indiana,B23001_151,149,Female,60 and 61 years,Not in labor force
Boone, Indiana,B23001_154,0,Female,62 to 64 years,In Armed Forces
Boone, Indiana,B23001_156,531,Female,62 to 64 years,Employed Civilian
Boone, Indiana,B23001_157,0,Female,62 to 64 years,Unemployed Civilian
Boone, Indiana,B23001_158,392,Female,62 to 64 years,Not in labor force
Boone, Indiana,B23001_161,458,Female,65 to 69 years,Employed
Boone, Indiana,B23001_162,0,Female,65 to 69 years,Unemployed
Boone, Indiana,B23001_163,808,Female,65 to 69 years,Not in labor force
Boone, Indiana,B23001_166,134,Female,70 to 74 years,Employed
Boone, Indiana,B23001_167,0,Female,70 to 74 years,Unemployed
Boone, Indiana,B23001_168,1145,Female,70 to 74 years,Not in labor force
Boone, Indiana,B23001_171,70,Female,75 years and over,Employed
Boone, Indiana,B23001_172,0,Female,75 years and over,Unemployed
Boone, Indiana,B23001_173,1910,Female,75 years and over,Not in labor force
Brown, Indiana,B23001_005,0,Male,16 to 19 years,In Armed Forces
Brown, Indiana,B23001_007,141,Male,16 to 19 years,Employed Civilian
Brown, Indiana,B23001_008,5,Male,16 to 19 years,Unemployed Civilian
Brown, Indiana,B23001_009,218,Male,16 to 19 years,Not in labor force
Brown, Indiana,B23001_012,0,Male,20 and 21 years,In Armed Forces
Brown, Indiana,B23001_014,71,Male,20 and 21 years,Employed Civilian
Brown, Indiana,B23001_015,15,Male,20 and 21 years,Unemployed Civilian
Brown, Indiana,B23001_016,0,Male,20 and 21 years,Not in labor force
Brown, Indiana,B23001_019,0,Male,22 to 24 years,In Armed Forces
Brown, Indiana,B23001_021,183,Male,22 to 24 years,Employed Civilian
Brown, Indiana,B23001_022,67,Male,22 to 24 years,Unemployed Civilian
Brown, Indiana,B23001_023,10,Male,22 to 24 years,Not in labor force
Brown, Indiana,B23001_026,0,Male,25 to 29 years,In Armed Forces
Brown, Indiana,B23001_028,214,Male,25 to 29 years,Employed Civilian
Brown, Indiana,B23001_029,58,Male,25 to 29 years,Unemployed Civilian
Brown, Indiana,B23001_030,106,Male,25 to 29 years,Not in labor force
Brown, Indiana,B23001_033,0,Male,30 to 34 years,In Armed Forces
Brown, Indiana,B23001_035,319,Male,30 to 34 years,Employed Civilian
Brown, Indiana,B23001_036,11,Male,30 to 34 years,Unemployed Civilian
Brown, Indiana,B23001_037,4,Male,30 to 34 years,Not in labor force
Brown, Indiana,B23001_040,0,Male,35 to 44 years,In Armed Forces
Brown, Indiana,B23001_042,749,Male,35 to 44 years,Employed Civilian
Brown, Indiana,B23001_043,14,Male,35 to 44 years,Unemployed Civilian
Brown, Indiana,B23001_044,73,Male,35 to 44 years,Not in labor force
Brown, Indiana,B23001_047,0,Male,45 to 54 years,In Armed Forces
Brown, Indiana,B23001_049,854,Male,45 to 54 years,Employed Civilian
Brown, Indiana,B23001_050,10,Male,45 to 54 years,Unemployed Civilian
Brown, Indiana,B23001_051,174,Male,45 to 54 years,Not in labor force
Brown, Indiana,B23001_054,0,Male,55 to 59 years,In Armed Forces
Brown, Indiana,B23001_056,453,Male,55 to 59 years,Employed Civilian
Brown, Indiana,B23001_057,8,Male,55 to 59 years,Unemployed Civilian
Brown, Indiana,B23001_058,204,Male,55 to 59 years,Not in labor force
Brown, Indiana,B23001_061,0,Male,60 and 61 years,In Armed Forces
Brown, Indiana,B23001_063,193,Male,60 and 61 years,Employed Civilian
Brown, Indiana,B23001_064,9,Male,60 and 61 years,Unemployed Civilian
Brown, Indiana,B23001_065,68,Male,60 and 61 years,Not in labor force
Brown, Indiana,B23001_068,0,Male,62 to 64 years,In Armed Forces
Brown, Indiana,B23001_070,182,Male,62 to 64 years,Employed Civilian
Brown, Indiana,B23001_071,3,Male,62 to 64 years,Unemployed Civilian
Brown, Indiana,B23001_072,185,Male,62 to 64 years,Not in labor force
Brown, Indiana,B23001_075,193,Male,65 to 69 years,Employed
Brown, Indiana,B23001_076,0,Male,65 to 69 years,Unemployed
Brown, Indiana,B23001_077,473,Male,65 to 69 years,Not in labor force
Brown, Indiana,B23001_080,76,Male,70 to 74 years,Employed
Brown, Indiana,B23001_081,0,Male,70 to 74 years,Unemployed
Brown, Indiana,B23001_082,359,Male,70 to 74 years,Not in labor force
Brown, Indiana,B23001_085,57,Male,75 years and over,Employed
Brown, Indiana,B23001_086,0,Male,75 years and over,Unemployed
Brown, Indiana,B23001_087,487,Male,75 years and over,Not in labor force
Brown, Indiana,B23001_091,0,Female,16 to 19 years,In Armed Forces
Brown, Indiana,B23001_093,56,Female,16 to 19 years,Employed Civilian
Brown, Indiana,B23001_094,0,Female,16 to 19 years,Unemployed Civilian
Brown, Indiana,B23001_095,287,Female,16 to 19 years,Not in labor force
Brown, Indiana,B23001_098,0,Female,20 and 21 years,In Armed Forces
Brown, Indiana,B23001_100,94,Female,20 and 21 years,Employed Civilian
Brown, Indiana,B23001_101,38,Female,20 and 21 years,Unemployed Civilian
Brown, Indiana,B23001_102,34,Female,20 and 21 years,Not in labor force
Brown, Indiana,B23001_105,0,Female,22 to 24 years,In Armed Forces
Brown, Indiana,B23001_107,105,Female,22 to 24 years,Employed Civilian
